DailyReadinessKey;ParticipantID;ParticipantIdentifier;InsertedDate;ID;score;contributors;temperature_deviation;day;timestamp
user_increasing_dailyreadiness_20250615_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250615_1;87;{"hrv_balance":87,"resting_heart_rate":74,"recovery_index":82,"body_temperature":94,"previous_night":85,"previous_day_activity":92,"sleep_balance":84,"activity_balance":88,"sleep_regularity":89};0.06;2025-06-15;2025-06-15T04:00:00-04:00
user_increasing_dailyreadiness_20250616_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250616_1;89;{"hrv_balance":83,"resting_heart_rate":76,"recovery_index":86,"body_temperature":94,"previous_night":86,"previous_day_activity":96,"sleep_balance":85,"activity_balance":90,"sleep_regularity":92};-0.07;2025-06-16;2025-06-16T04:00:00-04:00
user_increasing_dailyreadiness_20250617_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250617_1;89;{"hrv_balance":87,"resting_heart_rate":78,"recovery_index":88,"body_temperature":89,"previous_night":86,"previous_day_activity":91,"sleep_balance":86,"activity_balance":84,"sleep_regularity":94};-0.05;2025-06-17;2025-06-17T04:00:00-04:00
user_increasing_dailyreadiness_20250618_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250618_1;87;{"hrv_balance":87,"resting_heart_rate":75,"recovery_index":85,"body_temperature":87,"previous_night":85,"previous_day_activity":97,"sleep_balance":86,"activity_balance":87,"sleep_regularity":96};-0.10;2025-06-18;2025-06-18T04:00:00-04:00
user_increasing_dailyreadiness_20250619_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250619_1;79;{"hrv_balance":73,"resting_heart_rate":74,"recovery_index":78,"body_temperature":84,"previous_night":86,"previous_day_activity":95,"sleep_balance":86,"activity_balance":86,"sleep_regularity":95};0.24;2025-06-19;2025-06-19T04:00:00-04:00
user_increasing_dailyreadiness_20250620_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250620_1;80;{"hrv_balance":70,"resting_heart_rate":71,"recovery_index":84,"body_temperature":97,"previous_night":70,"previous_day_activity":95,"sleep_balance":84,"activity_balance":87,"sleep_regularity":71};0.04;2025-06-20;2025-06-20T04:00:00-04:00
user_increasing_dailyreadiness_20250621_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250621_1;87;{"hrv_balance":88,"resting_heart_rate":94,"recovery_index":93,"body_temperature":86,"previous_night":77,"previous_day_activity":96,"sleep_balance":84,"activity_balance":88,"sleep_regularity":62};-0.13;2025-06-21;2025-06-21T04:00:00-04:00
user_increasing_dailyreadiness_20250622_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250622_1;79;{"hrv_balance":83,"resting_heart_rate":77,"recovery_index":68,"body_temperature":93,"previous_night":87,"previous_day_activity":63,"sleep_balance":83,"activity_balance":86,"sleep_regularity":90};-0.02;2025-06-22;2025-06-22T04:00:00-04:00
user_increasing_dailyreadiness_20250623_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250623_1;88;{"hrv_balance":82,"resting_heart_rate":80,"recovery_index":89,"body_temperature":97,"previous_night":84,"previous_day_activity":94,"sleep_balance":84,"activity_balance":96,"sleep_regularity":90};0.00;2025-06-23;2025-06-23T04:00:00-04:00
user_increasing_dailyreadiness_20250624_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250624_1;88;{"hrv_balance":85,"resting_heart_rate":78,"recovery_index":88,"body_temperature":85,"previous_night":85,"previous_day_activity":97,"sleep_balance":84,"activity_balance":90,"sleep_regularity":89};0.16;2025-06-24;2025-06-24T04:00:00-04:00
user_increasing_dailyreadiness_20250625_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250625_1;87;{"hrv_balance":89,"resting_heart_rate":78,"recovery_index":85,"body_temperature":96,"previous_night":86,"previous_day_activity":97,"sleep_balance":84,"activity_balance":89,"sleep_regularity":88};-0.07;2025-06-25;2025-06-25T04:00:00-04:00
user_increasing_dailyreadiness_20250626_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250626_1;88;{"hrv_balance":86,"resting_heart_rate":86,"recovery_index":94,"body_temperature":88,"previous_night":85,"previous_day_activity":93,"sleep_balance":84,"activity_balance":90,"sleep_regularity":96};0.15;2025-06-26;2025-06-26T04:00:00-04:00
user_increasing_dailyreadiness_20250627_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250627_1;89;{"hrv_balance":87,"resting_heart_rate":86,"recovery_index":93,"body_temperature":86,"previous_night":82,"previous_day_activity":94,"sleep_balance":86,"activity_balance":90,"sleep_regularity":87};0.12;2025-06-27;2025-06-27T04:00:00-04:00
user_increasing_dailyreadiness_20250628_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250628_1;85;{"hrv_balance":84,"resting_heart_rate":75,"recovery_index":80,"body_temperature":91,"previous_night":83,"previous_day_activity":95,"sleep_balance":87,"activity_balance":92,"sleep_regularity":98};-0.13;2025-06-28;2025-06-28T04:00:00-04:00
user_increasing_dailyreadiness_20250629_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250629_1;81;{"hrv_balance":73,"resting_heart_rate":79,"recovery_index":70,"body_temperature":85,"previous_night":84,"previous_day_activity":64,"sleep_balance":86,"activity_balance":86,"sleep_regularity":93};0.18;2025-06-29;2025-06-29T04:00:00-04:00
user_increasing_dailyreadiness_20250630_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250630_1;93;{"hrv_balance":92,"resting_heart_rate":85,"recovery_index":92,"body_temperature":91,"previous_night":88,"previous_day_activity":98,"sleep_balance":87,"activity_balance":92,"sleep_regularity":96};0.09;2025-06-30;2025-06-30T04:00:00-04:00
